1	[	[	O	(	O	16	DEP
12	and	and	O	CC	O	16	NMOD
13	Zollinger	Zollinger	B-NP	NNP	O	16	NMOD
14	Ellison	Ellison	I-NP	NNP	O	16	NMOD
15	's	's	B-NP	POS	O	16	NMOD
16	syndrome	syndrome	I-NP	NN	O	0	ROOT
17	.	.	O	.	O	16	P

1	In	In	B-PP	IN	O	12	VMOD
2	a	a	B-NP	DT	O	3	NMOD
3	group	group	I-NP	NN	O	1	PMOD
4	of	of	B-PP	IN	O	3	NMOD
5	17	17	B-NP	CD	O	6	NMOD
6	patients	patient	I-NP	NNS	O	4	PMOD
7	with	with	B-PP	IN	O	6	NMOD
8	duodenal	duodenal	B-NP	JJ	O	9	NMOD
9	ulcers	ulcer	I-NP	NNS	O	7	PMOD
10	the	the	B-NP	DT	O	11	NMOD
11	authors	author	I-NP	NNS	O	12	SUB
12	investigated	investigate	B-VP	VBD	O	0	ROOT
13	the	the	B-NP	DT	O	14	NMOD
14	effect	effect	I-NP	NN	O	49	NMOD
15	of	of	B-PP	IN	O	14	NMOD
16	omeprazole	omeprazole	B-NP	NN	O	15	PMOD
17	on	on	B-PP	IN	O	14	NMOD
18	(	(	B-LST	(	O	19	DEP
19	1	1	I-LST	LS	O	21	NMOD
20	)	)	O	)	O	19	DEP
21	healing	healing	B-NP	NN	O	26	NMOD
22	of	of	B-PP	IN	O	21	NMOD
23	duodenal	duodenal	B-NP	JJ	O	24	NMOD
24	ulcers	ulcer	I-NP	NNS	O	22	PMOD
25	and	and	O	CC	O	26	NMOD
26	bulbitis	bulbitis	B-NP	NN	O	36	NMOD
27	after	after	B-PP	IN	O	26	NMOD
28	2-4	2-4	B-NP	CD	O	29	NMOD
29	weeks	week	I-NP	NNS	O	27	PMOD
30	of	of	B-PP	IN	O	29	NMOD
31	therapy	therapy	B-NP	NN	O	30	PMOD
32	,	,	O	,	O	36	P
33	(	(	B-LST	(	O	34	DEP
34	2	2	I-LST	LS	O	36	NMOD
35	)	)	O	)	O	34	DEP
36	elimination	elimination	B-NP	NN	O	17	PMOD
37	of	of	B-PP	IN	O	36	NMOD
38	Helicobacter	Helicobacter	B-NP	NN	O	39	NMOD
39	pylori	pylori	I-NP	NN	O	37	PMOD
40	in	in	B-PP	IN	O	36	NMOD
41	the	the	B-NP	DT	O	42	NMOD
42	antrum	antrum	I-NP	NN	O	40	PMOD
43	,	,	O	,	O	49	P
44	(	(	B-LST	(	O	45	DEP
45	3	3	I-LST	LS	O	49	NMOD
46	)	)	O	)	O	45	DEP
47	chronic	chronic	B-NP	JJ	O	49	NMOD
48	antral	antral	I-NP	JJ	O	49	NMOD
49	gastritis	gastritis	I-NP	NN	O	12	OBJ
50	.	.	O	.	O	12	P

1	Ad	Ad	B-NP	NN	B-protein	0	ROOT
2	1	1	I-NP	CD	I-protein	1	NMOD
3	.	.	O	.	O	1	P

1	After	After	B-PP	IN	O	8	VMOD
2	two	two	B-NP	CD	O	3	NMOD
3	weeks	week	I-NP	NNS	O	1	PMOD
4	of	of	B-PP	IN	O	3	NMOD
5	treatment	treatment	B-NP	NN	O	4	PMOD
6	the	the	B-NP	DT	O	7	NMOD
7	authors	author	I-NP	NNS	O	8	SUB
8	found	find	B-VP	VBD	O	0	ROOT
9	that	that	B-SBAR	IN	O	8	VMOD
10	5	5	B-NP	CD	O	11	AMOD
11	of	of	B-PP	IN	O	16	VMOD
12	17	17	B-NP	CD	O	11	AMOD
13	chronic	chronic	I-NP	JJ	O	15	NMOD
14	duodenal	duodenal	I-NP	JJ	O	15	NMOD
15	ulcers	ulcer	I-NP	NNS	O	16	SUB
16	were	be	B-VP	VBD	O	9	SBAR
17	healed	heal	I-VP	VBN	O	16	VC
18	in	in	B-PP	IN	O	17	VMOD
19	the	the	B-NP	DT	O	22	NMOD
20	remainder	remainder	I-NP	NN	O	22	NMOD
21	substantial	substantial	I-NP	JJ	O	22	NMOD
22	regression	regression	I-NP	NN	O	18	PMOD
23	was	be	B-VP	VBD	O	16	VMOD
24	found	find	I-VP	VBN	O	23	VC
25	.	.	O	.	O	8	P

1	Four-week	Four-week	B-NP	JJ	O	2	NMOD
2	treatment	treatment	I-NP	NN	O	3	SUB
3	led	lead	B-VP	VBD	O	0	ROOT
4	to	to	B-PP	TO	O	3	VMOD
5	healing	healing	B-NP	NN	O	4	PMOD
6	of	of	B-PP	IN	O	5	NMOD
7	16	16	B-NP	CD	O	21	NMOD
8	from	from	B-PP	IN	O	7	NMOD
9	a	a	B-NP	DT	O	10	NMOD
10	total	total	I-NP	NN	O	8	PMOD
11	of	of	B-PP	IN	O	10	NMOD
12	17	17	B-NP	CD	O	13	NMOD
13	ulcers	ulcer	I-NP	NNS	O	11	PMOD
14	(	(	O	(	O	18	DEP
15	P	P	B-NP	NN	O	17	SUB
16	<	<	O	SYM	O	17	VMOD
17	0.001	0.001	B-NP	CD	O	18	DEP
18	)	)	O	)	O	7	NMOD
19	,	,	O	,	O	21	P
20	i.	i.	B-NP	JJ	O	21	NMOD
21	e.	e.	I-NP	NN	O	23	NMOD
22	94	94	B-NP	CD	O	23	NMOD
23	%	%	I-NP	NN	O	6	PMOD
24	.	.	O	.	O	3	P

1	In	In	B-PP	IN	O	23	VMOD
2	subjects	subject	B-NP	NNS	O	1	PMOD
3	with	with	B-PP	IN	O	2	NMOD
4	ulcers	ulcer	B-NP	NNS	O	6	NMOD
5	and	and	O	CC	O	6	NMOD
6	bulbitis	bulbitis	B-NP	NN	O	3	PMOD
7	(	(	O	(	O	10	DEP
8	12	12	B-NP	CD	O	9	NMOD
9	patients	patient	I-NP	NNS	O	10	DEP
10	)	)	O	)	O	6	NMOD
11	the	the	B-NP	DT	O	12	NMOD
12	ulcer	ulcer	I-NP	NN	O	1	PMOD
13	healed	heal	B-VP	VBD	O	12	NMOD
14	in	in	B-PP	IN	O	13	VMOD
15	11	11	B-NP	CD	O	16	NMOD
16	instances	instance	I-NP	NNS	O	14	PMOD
17	,	,	O	,	O	23	P
18	in	in	B-PP	IN	O	23	VMOD
19	7	7	B-NP	CD	O	20	NMOD
20	patients	patient	I-NP	NNS	O	18	PMOD
21	residual	residual	B-NP	JJ	O	22	NMOD
22	bulbitis	bulbitis	I-NP	NN	O	23	SUB
23	persisted	persist	B-VP	VBD	O	0	ROOT
24	.	.	O	.	O	23	P

1	Ad	Ad	B-NP	NN	B-protein	0	ROOT
2	2	2	I-NP	CD	I-protein	1	NMOD
3	.	.	O	.	O	1	P

1	H.	H.	B-NP	NN	O	2	NMOD
2	pylori	pylori	I-NP	NN	O	3	SUB
3	was	be	B-VP	VBD	O	0	ROOT
4	detected	detect	I-VP	VBN	O	3	VC
5	before	before	B-PP	IN	O	4	VMOD
6	treatment	treatment	B-NP	NN	O	5	PMOD
7	in	in	B-PP	IN	O	6	NMOD
8	16	16	B-NP	CD	O	7	PMOD
9	of	of	B-PP	IN	O	8	NMOD
10	17	17	B-NP	CD	O	11	NMOD
11	patients	patient	I-NP	NNS	O	9	PMOD
12	,	,	O	,	O	4	P
13	after	after	B-PP	IN	O	4	VMOD
14	treatment	treatment	B-NP	NN	O	13	PMOD
15	only	only	B-PP	RB	O	16	PMOD
16	in	in	I-PP	IN	O	4	VMOD
17	5	5	B-NP	CD	O	16	PMOD
18	(	(	O	(	O	22	DEP
19	P	P	B-NP	NN	O	21	SUB
20	<	<	O	SYM	O	21	VMOD
21	0.001	0.001	B-NP	CD	O	22	DEP
22	)	)	O	)	O	4	VMOD
23	.	.	O	.	O	3	P

1	Ad	Ad	B-NP	NN	B-protein	0	ROOT
2	3	3	I-NP	CD	I-protein	1	NMOD
3	.	.	O	.	O	1	P

1	Chronic	Chronic	B-NP	JJ	O	2	NMOD
2	gastritis	gastritis	I-NP	NN	O	3	SUB
3	was	be	B-VP	VBD	O	0	ROOT
4	recorded	record	I-VP	VBN	O	3	VC
5	before	before	B-PP	IN	O	4	VMOD
6	treatment	treatment	B-NP	NN	O	5	PMOD
7	in	in	B-PP	IN	O	6	NMOD
8	all	all	B-NP	DT	O	9	NMOD
9	patients	patient	I-NP	NNS	O	7	PMOD
10	.	.	O	.	O	3	P

1	Treatment	Treatment	B-NP	NN	O	2	SUB
2	reduced	reduce	B-VP	VBD	O	0	ROOT
3	its	its	B-NP	PRP$	O	4	NMOD
4	activity	activity	I-NP	NN	O	7	NMOD
5	and	and	O	CC	O	7	NMOD
6	the	the	B-NP	DT	O	7	NMOD
7	presence	presence	I-NP	NN	O	2	OBJ
8	of	of	B-PP	IN	O	7	NMOD
9	H.	H.	B-NP	NN	O	10	NMOD
10	pylori	pylori	I-NP	NN	O	8	PMOD
11	.	.	O	.	O	2	P

