1	Natural	Natural	B-NP	JJ	O	2	NMOD
9	time	time	I-NP	NN	O	12	SUB
10	to	to	B-PP	TO	O	9	NMOD
11	clearance	clearance	B-NP	NN	O	10	PMOD
12	was	be	B-VP	VBD	O	0	ROOT
13	88 weeks	88 week	B-NP	NNS	O	12	PRD
14	after	after	B-PP	IN	O	13	NMOD
15	documented	document	B-NP	VBN	O	16	NMOD
16	colonization	colonization	I-NP	NN	O	14	PMOD
17	for	for	B-PP	IN	O	16	NMOD
18	MRSA-colonized	MRSA-colonized	B-NP	JJ	O	19	NMOD
19	patients	patient	I-NP	NNS	O	21	NMOD
20	and	and	O	CC	O	21	NMOD
21	26 weeks	26 week	B-NP	NNS	O	17	PMOD
22	for	for	B-PP	IN	O	21	NMOD
23	VRE-colonized	VRE-colonized	B-NP	JJ	O	24	NMOD
24	patients	patient	I-NP	NNS	O	22	PMOD
25	.	.	O	.	O	12	P

1	In	In	B-PP	IN	O	12	VMOD
2	a	a	B-NP	DT	O	4	NMOD
3	secondary	secondary	I-NP	JJ	O	4	NMOD
4	analysis	analysis	I-NP	NN	O	1	PMOD
5	,	,	O	,	O	12	P
6	clearance	clearance	B-NP	NN	O	7	NMOD
7	rates	rate	I-NP	NNS	O	12	SUB
8	for	for	B-PP	IN	O	7	NMOD
9	MRSA	MRSA	B-NP	NN	B-protein	11	NMOD
10	and	and	I-NP	CC	O	11	NMOD
11	VRE	VRE	I-NP	NN	B-DNA	8	PMOD
12	were	be	B-VP	VBD	O	0	ROOT
13	compared	compare	I-VP	VBN	O	12	VC
14	by	by	B-PP	IN	O	13	VMOD
15	restricting	restrict	B-VP	VBG	O	14	PMOD
16	the	the	B-NP	DT	O	17	NMOD
17	duration	duration	I-NP	NN	O	15	OBJ
18	of	of	B-PP	IN	O	17	NMOD
19	follow-up	follow-up	B-NP	NN	O	18	PMOD
20	for	for	B-PP	IN	O	17	NMOD
21	the	the	B-NP	DT	O	23	NMOD
22	MRSA	MRSA	I-NP	NN	O	23	NMOD
23	studies	study	I-NP	NNS	O	20	PMOD
24	to	to	B-PP	TO	O	23	NMOD
25	the	the	B-NP	DT	O	26	NMOD
26	maximum	maximum	I-NP	NN	O	29	NMOD
27	observed	observe	I-NP	VBN	O	29	NMOD
28	time	time	I-NP	NN	O	29	NMOD
29	point	point	I-NP	NN	O	24	PMOD
30	for	for	B-PP	IN	O	29	NMOD
31	VRE	VRE	B-NP	NN	O	32	NMOD
32	studies	study	I-NP	NNS	O	30	PMOD
33	(	(	O	(	O	35	DEP
34	43 weeks	43 week	B-NP	NNS	O	35	DEP
35	)	)	O	)	O	32	NMOD
36	.	.	O	.	O	12	P

1	With	With	B-PP	IN	O	14	VMOD
2	this	this	B-NP	DT	O	3	NMOD
3	restriction	restriction	I-NP	NN	O	1	PMOD
4	,	,	O	,	O	14	P
5	the	the	B-NP	DT	O	8	NMOD
6	model-fitted	model-fitted	I-NP	JJ	O	8	NMOD
7	median	median	I-NP	JJ	O	8	NMOD
8	time	time	I-NP	NN	O	14	SUB
9	to	to	B-PP	TO	O	8	NMOD
10	documented	document	B-NP	VBN	O	11	NMOD
11	clearance	clearance	I-NP	NN	O	9	PMOD
12	for	for	B-PP	IN	O	11	NMOD
13	MRSA	MRSA	B-NP	NN	B-protein	12	PMOD
14	would	would	B-VP	MD	O	0	ROOT
15	occur	occur	I-VP	VB	O	14	VC
16	at	at	B-PP	IN	O	15	VMOD
17	41 weeks	41 week	B-NP	NNS	O	16	PMOD
18	after	after	B-PP	IN	O	15	VMOD
19	documented	document	B-NP	VBN	O	20	NMOD
20	colonization	colonization	I-NP	NN	O	18	PMOD
21	,	,	O	,	O	14	P
22	demonstrating	demonstrate	B-VP	VBG	O	14	VMOD
23	the	the	B-NP	DT	O	24	NMOD
24	sensitivity	sensitivity	I-NP	NN	O	22	OBJ
25	of	of	B-PP	IN	O	24	NMOD
26	the	the	B-NP	DT	O	28	NMOD
27	pooled	pool	I-NP	VBN	O	28	NMOD
28	estimate	estimate	I-NP	NN	O	25	PMOD
29	to	to	B-PP	TO	O	24	NMOD
30	length	length	B-NP	NN	O	29	PMOD
31	of	of	B-PP	IN	O	30	NMOD
32	study	study	B-NP	NN	O	33	NMOD
33	follow-up	follow-up	I-NP	NN	O	31	PMOD
34	.	.	O	.	O	14	P

1	Few	Few	B-NP	JJ	O	3	NMOD
2	available	available	I-NP	JJ	O	3	NMOD
3	studies	study	I-NP	NNS	O	4	SUB
4	report	report	B-VP	VBP	O	0	ROOT
5	the	the	B-NP	DT	O	7	NMOD
6	natural	natural	I-NP	JJ	O	7	NMOD
7	history	history	I-NP	NN	O	4	OBJ
8	of	of	B-PP	IN	O	7	NMOD
9	MRSA	MRSA	B-NP	NN	B-protein	12	NMOD
10	and	and	I-NP	CC	O	12	NMOD
11	VRE	VRE	I-NP	NN	O	12	NMOD
12	colonization	colonization	I-NP	NN	O	8	PMOD
13	.	.	O	.	O	4	P

1	Lack	Lack	B-NP	NN	O	9	NMOD
2	of	of	B-PP	IN	O	1	NMOD
3	a	a	B-NP	DT	O	5	NMOD
4	consistent	consistent	I-NP	JJ	O	5	NMOD
5	definition	definition	I-NP	NN	O	2	PMOD
6	of	of	B-PP	IN	O	5	NMOD
7	clearance	clearance	B-NP	NN	O	6	PMOD
8	,	,	O	,	O	9	P
9	uncertainty	uncertainty	B-NP	NN	O	34	SUB
10	regarding	regard	B-VP	VBG	O	9	NMOD
11	the	the	B-NP	DT	O	12	NMOD
12	time	time	I-NP	NN	O	17	NMOD
13	of	of	B-PP	IN	O	12	NMOD
14	initial	initial	B-NP	JJ	O	15	NMOD
15	colonization	colonization	I-NP	NN	O	13	PMOD
16	,	,	O	,	O	17	P
17	variation	variation	B-NP	NN	O	26	NMOD
18	in	in	B-PP	IN	O	17	NMOD
19	frequency	frequency	B-NP	NN	O	18	PMOD
20	of	of	B-PP	IN	O	19	NMOD
21	sampling	sampling	B-NP	NN	O	20	PMOD
22	for	for	B-PP	IN	O	17	NMOD
23	persistent	persistent	B-NP	JJ	O	24	NMOD
24	colonization	colonization	I-NP	NN	O	22	PMOD
25	,	,	O	,	O	17	P
26	assays	assay	B-NP	NNS	O	10	PMOD
27	employed	employ	B-VP	VBN	O	26	NMOD
28	and	and	O	CC	O	29	NMOD
29	variation	variation	B-NP	NN	O	27	OBJ
30	in	in	B-PP	IN	O	29	NMOD
31	duration	duration	B-NP	NN	O	30	PMOD
32	of	of	B-PP	IN	O	31	NMOD
33	follow-up	follow-up	B-NP	NN	O	32	PMOD
34	are	be	B-VP	VBP	O	0	ROOT
35	limitations	limitation	B-NP	NNS	O	34	PRD
36	of	of	B-PP	IN	O	35	NMOD
37	the	the	B-NP	DT	O	40	NMOD
38	existing	exist	I-NP	VBG	O	40	NMOD
39	published	publish	I-NP	VBN	O	40	NMOD
40	literature	literature	I-NP	NN	O	36	PMOD
41	.	.	O	.	O	34	P

1	The	The	B-NP	DT	O	2	NMOD
2	heterogeneity	heterogeneity	I-NP	NN	O	6	SUB
3	of	of	B-PP	IN	O	2	NMOD
4	study	study	B-NP	NN	O	5	NMOD
5	characteristics	characteristic	I-NP	NNS	O	3	PMOD
6	limits	limit	B-VP	VBZ	O	23	VMOD
7	interpretation	interpretation	B-NP	NN	O	6	OBJ
8	of	of	B-PP	IN	O	7	NMOD
9	pooled	pooled	B-NP	JJ	O	10	NMOD
10	estimates	estimate	I-NP	NNS	O	8	PMOD
11	of	of	B-PP	IN	O	10	NMOD
12	time	time	B-NP	NN	O	11	PMOD
13	to	to	B-PP	TO	O	7	NMOD
14	clearance	clearance	B-NP	NN	O	13	PMOD
15	,	,	O	,	O	6	P
16	however	however	B-ADVP	RB	O	6	VMOD
17	,	,	O	,	O	6	P
18	studies	study	B-NP	NNS	O	23	SUB
19	included	include	B-VP	VBN	O	18	NMOD
20	in	in	B-PP	IN	O	19	VMOD
21	this	this	B-NP	DT	O	22	NMOD
22	review	review	I-NP	NN	O	20	PMOD
23	suggest	suggest	B-VP	VBP	O	0	ROOT
24	an	an	B-NP	DT	O	25	NMOD
25	increase	increase	I-NP	NN	O	23	OBJ
26	in	in	B-PP	IN	O	25	NMOD
27	documented	document	B-NP	VBN	O	28	NMOD
28	clearance	clearance	I-NP	NN	O	26	PMOD
29	over	over	B-PP	IN	O	25	NMOD
30	time	time	B-NP	NN	O	33	NMOD
31	,	,	O	,	O	33	P
32	a	a	B-NP	DT	O	33	NMOD
33	result	result	I-NP	NN	O	29	PMOD
34	which	which	B-NP	WDT	O	33	NMOD
35	is	be	B-VP	VBZ	O	34	SBAR
36	sensitive	sensitive	B-ADJP	JJ	O	35	PRD
37	to	to	B-PP	TO	O	36	AMOD
38	duration	duration	B-NP	NN	O	37	PMOD
39	of	of	B-PP	IN	O	38	NMOD
40	follow-up	follow-up	B-NP	NN	O	39	PMOD
41	.	.	O	.	O	23	P

