1	[	[	O	(	O	15	DEP
43	alone	alone	B-ADVP	RB	O	42	NMOD
44	,	,	O	,	O	46	P
45	anti-Ure	anti-Ure	B-NP	JJ	B-protein	46	NMOD
46	antibody	antibody	I-NP	NN	I-protein	31	VMOD
47	combined	combine	B-VP	VBN	O	46	NMOD
48	with	with	B-PP	IN	O	47	VMOD
49	anti-CagA	anti-CagA	B-NP	JJ	B-protein	50	NMOD
50	antibody	antibody	I-NP	NN	I-protein	53	NMOD
51	,	,	O	,	O	53	P
52	anti-Ure	anti-Ure	B-NP	JJ	B-protein	53	NMOD
53	antibody	antibody	I-NP	NN	I-protein	48	PMOD
54	combined	combine	B-VP	VBN	O	53	NMOD
55	with	with	B-PP	IN	O	54	VMOD
56	anti-VacA	anti-VacA	B-NP	JJ	B-protein	57	NMOD
57	antibody	antibody	I-NP	NN	I-protein	60	NMOD
58	and	and	O	CC	O	60	NMOD
59	anti-Ure	anti-Ure	B-NP	JJ	B-protein	60	NMOD
60	antibody	antibody	I-NP	NN	I-protein	55	PMOD
61	combined	combine	B-VP	VBN	O	60	NMOD
62	with	with	B-PP	IN	O	61	VMOD
63	anti-CagA	anti-CagA	B-NP	JJ	O	66	NMOD
64	and	and	I-NP	CC	O	66	NMOD
65	anti-VacA	anti-VacA	I-NP	JJ	B-protein	66	NMOD
66	antibody	antibody	I-NP	NN	I-protein	62	PMOD
67	.	.	O	.	O	31	P

1	The	The	B-NP	DT	O	6	NMOD
2	sensitivity	sensitivity	I-NP	NN	O	6	NMOD
3	,	,	I-NP	,	O	6	P
4	specificity	specificity	I-NP	NN	O	6	NMOD
5	and	and	I-NP	CC	O	6	NMOD
6	accuracy	accuracy	I-NP	NN	O	23	SUB
7	of	of	B-PP	IN	O	6	NMOD
8	the	the	B-NP	DT	O	9	NMOD
9	detection	detection	I-NP	NN	O	7	PMOD
10	of	of	B-PP	IN	O	9	NMOD
11	anti-Ure	anti-Ure	B-NP	JJ	B-protein	12	NMOD
12	antibody	antibody	I-NP	NN	I-protein	10	PMOD
13	combined	combine	B-VP	VBN	O	12	NMOD
14	with	with	B-PP	IN	O	13	VMOD
15	anti-CagA	anti-CagA	B-NP	JJ	B-protein	16	NMOD
16	antibody	antibody	I-NP	NN	I-protein	14	PMOD
17	for	for	B-PP	IN	O	16	NMOD
18	the	the	B-NP	DT	O	19	NMOD
19	diagnosis	diagnosis	I-NP	NN	O	17	PMOD
20	of	of	B-PP	IN	O	19	NMOD
21	H.pylori	H.pylori	B-NP	NN	O	22	NMOD
22	infection	infection	I-NP	NN	O	20	PMOD
23	were	be	B-VP	VBD	O	0	ROOT
24	81.7	81.7	B-NP	CD	O	25	NMOD
25	%	%	I-NP	NN	O	31	NMOD
26	,	,	O	,	O	31	P
27	91.7	91.7	B-NP	CD	O	28	NMOD
28	%	%	I-NP	NN	O	31	NMOD
29	and	and	O	CC	O	31	NMOD
30	86.7	86.7	B-NP	CD	O	31	NMOD
31	%	%	I-NP	NN	O	23	PRD
32	,	,	O	,	O	31	P
33	respectively	respectively	B-ADVP	RB	O	31	NMOD
34	.	.	O	.	O	23	P

1	The	The	B-NP	DT	O	3	NMOD
2	antibody	antibody	I-NP	NN	O	3	NMOD
3	detection	detection	I-NP	NN	O	4	SUB
4	showed	show	B-VP	VBD	O	0	ROOT
5	a	a	B-NP	DT	O	9	NMOD
6	high	high	I-NP	JJ	O	9	NMOD
7	positive	positive	I-NP	JJ	O	9	NMOD
8	predictive	predictive	I-NP	JJ	O	9	NMOD
9	value	value	I-NP	NN	O	19	NMOD
10	(	(	O	(	O	13	DEP
11	90.7	90.7	B-NP	CD	O	12	NMOD
12	%	%	I-NP	NN	O	13	DEP
13	)	)	O	)	O	9	NMOD
14	and	and	O	CC	O	19	NMOD
15	a	a	B-NP	DT	O	19	NMOD
16	high	high	I-NP	JJ	O	19	NMOD
17	negative	negative	I-NP	JJ	O	19	NMOD
18	predictive	predictive	I-NP	JJ	O	19	NMOD
19	value	value	I-NP	NN	O	4	OBJ
20	(	(	O	(	O	23	DEP
21	83.3	83.3	B-NP	CD	O	22	NMOD
22	%	%	I-NP	NN	O	23	DEP
23	)	)	O	)	O	19	NMOD
24	.	.	O	.	O	4	P

1	The	The	B-NP	DT	O	3	NMOD
2	antibody	antibody	I-NP	NN	O	3	NMOD
3	detection	detection	I-NP	NN	O	10	NMOD
4	by	by	B-PP	IN	O	3	NMOD
5	protein	protein	B-NP	NN	O	6	NMOD
6	array	array	I-NP	NN	O	4	PMOD
7	,	,	O	,	O	10	P
8	especially	especially	B-ADVP	RB	O	10	NMOD
9	the	the	B-NP	DT	O	10	NMOD
10	detection	detection	I-NP	NN	O	19	SUB
11	of	of	B-PP	IN	O	10	NMOD
12	anti-Ure	anti-Ure	B-NP	JJ	B-protein	13	NMOD
13	antibody	antibody	I-NP	NN	I-protein	11	PMOD
14	combined	combine	B-VP	VBN	O	13	NMOD
15	with	with	B-PP	IN	O	14	VMOD
16	anti-CagA	anti-CagA	B-NP	JJ	B-protein	17	NMOD
17	antibody	antibody	I-NP	NN	I-protein	15	PMOD
18	,	,	O	,	O	10	P
19	is	be	B-VP	VBZ	O	0	ROOT
20	valuable	valuable	B-ADJP	JJ	O	19	PRD
21	in	in	B-PP	IN	O	19	VMOD
22	the	the	B-NP	DT	O	23	NMOD
23	diagnosis	diagnosis	I-NP	NN	O	21	PMOD
24	of	of	B-PP	IN	O	23	NMOD
25	H.pylori	H.pylori	B-NP	NN	O	26	NMOD
26	infection	infection	I-NP	NN	O	24	PMOD
27	.	.	O	.	O	19	P

